Модель,PartNumber/Артикул Производителя,Ситилинк - Полное Наименование,Бренд,Группа товаров,Ссылка на сайт поставщика/вендора,Код Товара
A2337,Z124000AL,"Ноутбук Apple MacBook Air A2337 Z124000AL, 13.3"", IPS, Apple M1 8 core 3.2ГГц, 8-ядерный, 16ГБ 256ГБ SSD,  Mac OS, серый космос",APPLE,Ноутбуки,https://www.apple.com/ru/macbook-air/specs/,1939606
A2941,Z18L000EB (MQKP3),"Ноутбук Apple MacBook Air A2941 Z18L000EB (MQKP3), 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 256ГБ SSD,  Mac OS, серый космос",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1941515
A2941,Z18N000CC (MQKQ3),"Ноутбук Apple MacBook Air A2941 Z18N000CC (MQKQ3), 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, серый космос",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1941524
A2941,Z18T000EA (MQKW3),"Ноутбук Apple MacBook Air A2941 Z18T000EA (MQKW3), 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 256ГБ SSD,  Mac OS, полночный",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1941530
A2941,Z18U000B1 (MQKX3),"Ноутбук Apple MacBook Air A2941 Z18U000B1 (MQKX3), 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, полночный",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1941534
A2941,Z18L0013V,"Ноутбук Apple MacBook Air A2941 Z18L0013V, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 256ГБ SSD,  Mac OS, серый космос",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1941556
A2941,Z18N0014X,"Ноутбук Apple MacBook Air A2941 Z18N0014X, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 512ГБ SSD,  Mac OS, серый космос",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1941559
A2941,Z18T001DH,"Ноутбук Apple MacBook Air A2941 Z18T001DH, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 256ГБ SSD,  Mac OS, полночный",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1941564
A2941,Z18U001JP,"Ноутбук Apple MacBook Air A2941 Z18U001JP, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 512ГБ SSD,  Mac OS, полночный",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1941568
A2681,MLY33LL/A,"Ноутбук Apple MacBook Air A2681 MLY33LL/A, 13.6"", IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 256ГБ SSD,  Mac OS, полночный",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1943310
L15,L15-I512450H30504GF144LSMS0R2,"Ноутбук игровой MACHENIKE L15, 15.6"",  IPS, Intel Core i5 12450H 2ГГц, 8-ядерный, 8ГБ DDR4, 512ГБ SSD,  NVIDIA GeForce  RTX 3050, без операционной системы, серебристый [l15-i512450h30504gf144lsms0r2]",MACHENIKE,Ноутбуки,https://global.machenike.com/products/l15,1954841
L15,,"Ноутбук игровой MACHENIKE L15 15.6"", IPS, Intel Core i5 12450H 2ГГц, 8-ядерный, 16ГБ DDR4, 512ГБ SSD,  NVIDIA GeForce  RTX 3050 Ti, без операционной системы, серебристый",MACHENIKE,Ноутбуки,https://global.machenike.com/products/l15,1954842
L15,L15-I712700H30606GF144HSMD0R2,"Ноутбук игровой MACHENIKE L15 L15-I712700H30606GF144HSMD0R2, 15.6"", IPS, Intel Core i7 12700H 2.3ГГц, 14-ядерный, 16ГБ DDR4, 512ГБ SSD,  NVIDIA GeForce  RTX 3060 для ноутбуков - 6 ГБ, без операционной",MACHENIKE,Ноутбуки,https://global.machenike.com/products/l15,1954844
14X,MC-14XI512500HQ90HBM00R2,"Ультрабук MACHENIKE Machcreator 14X MC-14XI512500HQ90HBM00R2, 14"", IPS, Intel Core i5 12500H 2.5ГГц, 12-ядерный, 16ГБ LPDDR5, 512ГБ SSD,  Intel Iris Xe graphics, без операционной системы, черный",MACHENIKE,Ноутбуки,https://global.machenike.com/products/14x,1954848
S16,S16-I712700H30606GQ165HGMD0R2,"Ноутбук игровой MACHENIKE S16 S16-I712700H30606GQ165HGMD0R2, 16"", IPS, Intel Core i7 12700H 2.3ГГц, 14-ядерный, 16ГБ DDR4, 512ГБ SSD,  NVIDIA GeForce  RTX 3060 для ноутбуков - 6 ГБ, без операционной с",MACHENIKE,Ноутбуки,https://global.machenike.com/products/s16-o,1954854
S16,S16-I912900H30606GQ165HGMQDR2,"Ноутбук игровой MACHENIKE S16 S16-I912900H30606GQ165HGMQDR2, 16"", IPS, Intel Core i9 12900H 2.5ГГц, 14-ядерный, 32ГБ DDR4, 1ТБ SSD,  NVIDIA GeForce  RTX 3060 для ноутбуков - 6 ГБ, без операционной сис",MACHENIKE,Ноутбуки,https://global.machenike.com/products/s16-o,1954856
A2941,MQKW3RU/A,"Ноутбук Apple MacBook Air A2941 MQKW3RU/A, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 256ГБ SSD,  Mac OS, полночный",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1961504
A2941,MQKP3RU/A,"Ноутбук Apple MacBook Air A2941 MQKP3RU/A, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 256ГБ SSD,  Mac OS, серый космос",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1961509
A2941,MQKR3RU/A,"Ноутбук Apple MacBook Air A2941 MQKR3RU/A, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 256ГБ SSD,  Mac OS, серебристый",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1961511
A2941,MQKU3RU/A,"Ноутбук Apple MacBook Air A2941 MQKU3RU/A, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 256ГБ SSD,  Mac OS, белый",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1961513
A2681,Z15S0059E,"Ноутбук Apple MacBook Air A2681 Z15S0059E, 13.6"", IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 256ГБ SSD,  Mac OS, серый космос",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1968509
A2681,Z15S0059F,"Ноутбук Apple MacBook Air A2681 Z15S0059F, 13.6"", IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 512ГБ SSD,  Mac OS, серый космос",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1968516
A2681,Z160007NP,"Ноутбук Apple MacBook Air A2681 Z160007NP, 13.6"", IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 256ГБ SSD,  Mac OS, полночный",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1968521
A2681,Z160006PD,"Ноутбук Apple MacBook Air A2681 Z160006PD, 13.6"", IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 512ГБ SSD,  Mac OS, полночный",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1968522
CMP NS483 (Исп.2),NS4831524116Q151E90NT2NNNN2,"Ноутбук AQUARIUS CMP NS483 (Исп.2) NS4831524116Q151E90NT2NNNN2, 14"", трансформер,  IPS, Intel Core i5 1155G7 2.5ГГц, 4-ядерный, 16ГБ 256ГБ SSD,  интегрированное, Linux Astra Special Edition",AQUARIUS,Ноутбуки,https://www.aq.ru/product/aquarius-cmp-ns483-isp-2/,1968916
A2780,MNW83ZS/A,"Ноутбук Apple MacBook Pro A2780 MNW83ZS/A, 16.2"", 2023, Retina XDR, Apple M2 Pro 12 core 3.49ГГц, 12-ядерный, 16ГБ 512ГБ SSD,  Mac OS, серый космос",APPLE,Ноутбуки,https://www.apple.com/macbook-pro-14-and-16/specs/,1974125
A2941,MQKX3LL/A,"Ноутбук Apple MacBook Air A2941 MQKX3LL/A, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, полночный",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1974153
A2941,MQKQ3LL/A,"Ноутбук Apple MacBook Air A2941 MQKQ3LL/A, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, серый космос",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1974157
14-ef0012nn,6M4W1EA,"Ноутбук HP Spectre x360 14-ef0012nn 6M4W1EA, 13.5"", трансформер,  IPS, Intel Core i7 1255U 1.7ГГц, 10-ядерный, 16ГБ LPDDR4x, 1ТБ SSD,  Intel Iris Xe graphics, Windows 11 Home, серебристый",HP,Ноутбуки,https://support.hp.com/us-en/product/details/hp-spectre-x360-13.5-inch-2-in-1-laptop-pc-14-ef0000/model/2100804768?sku=6M4W1EA,1976077
A2780,MNW83X/A,"Ноутбук Apple MacBook Pro A2780 MNW83X/A, 16.2"", 2023, Retina XDR, Apple M2 Pro 12 core 3.49ГГц, 12-ядерный, 16ГБ 512ГБ SSD,  Mac OS, серый космос",APPLE,Ноутбуки,https://www.apple.com/macbook-pro-14-and-16/specs/,1976399
A2779,MPHE3ZP/A,"Ноутбук Apple MacBook Pro A2779 MPHE3ZP/A, 14.2"", 2023, Retina XDR, Apple M2 Pro 10 core 10-ядерный, 16ГБ 512ГБ SSD,  Mac OS, серый космос",APPLE,Ноутбуки,https://www.apple.com/macbook-pro-14-and-16/specs/,1978857
Go Platinum,21O-00004,"Ноутбук Microsoft Surface Go Platinum 21O-00004, 12.4"", IPS, Intel Core i5 1035G1 1ГГц, 4-ядерный, 16ГБ LPDDR4x, 256ГБ SSD,  Intel UHD Graphics, Windows 10 Professional, серебристый",MICROSOFT,Ноутбуки,https://3logic.ru/products/?I=105839,1982777
Laptop 3 Platinum,PLT-00003,"Ноутбук Microsoft Surface Laptop 3 Platinum PLT-00003, 15"", IPS, Intel Core i5 1035G7 1.2ГГц, 4-ядерный, 8ГБ LPDDR4x, 128ГБ SSD,  Intel Iris Plus graphics, Windows 10 Professional, серебристый",MICROSOFT,Ноутбуки,https://3logic.ru/products/?I=105840,1982778
Go Platinum,TNV-00004,"Ноутбук Microsoft Surface Go Platinum TNV-00004, 12.4"", IPS, Intel Core i5 1035G1 1ГГц, 4-ядерный, 8ГБ LPDDR4x, 256ГБ SSD,  Intel UHD Graphics, Windows 10 Professional, серебристый",MICROSOFT,Ноутбуки,https://3logic.ru/products/?I=105838,1982779
15IGL7,82V700EMUE,"Ноутбук Lenovo IdeaPad 1 15IGL7 82V700EMUE, 15.6"", 2023, TN, Intel Celeron N4020 1.1ГГц, 2-ядерный, 8ГБ DDR4, 256ГБ SSD,  Intel UHD Graphics  600, без операционной системы, серый",LENOVO,Ноутбуки,https://psref.lenovo.com/Detail/IdeaPad/IdeaPad_1_15IGL7?M=82V700EMUE,1983406
NX140A-R-240,,"Ноутбук ECHIPS Envy14 NX140A-R-240 14"", IPS, Intel Celeron J4125 2ГГц, 4-ядерный, 8ГБ LPDDR4, 240ГБ SSD,  Intel UHD Graphics  600, Windows 11 Professional, серый",ECHIPS,Ноутбуки,https://echips-pc.ru/tproduct/633725486-360749817841-envy-140,1983523
13,Z15W000KS,"Ноутбук Apple MacBook Air 13 Z15W000KS, 13.6"", Retina, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 256ГБ SSD,  Mac OS, серебристый",APPLE,Ноутбуки,https://www.apple.com/macbook-air-13-and-15-m2/specs/,1985736
C4800,DN14CN-8CXW01,"Ноутбук Digma EVE C4800 DN14CN-8CXW01, 14"", 2024, IPS, Intel Celeron N4020 1.1ГГц, 2-ядерный, 8ГБ DDR4, 256ГБ SSD,  Intel UHD Graphics  600, Windows 11 Professional, темно-серый",DIGMA,Ноутбуки,https://digma.ru/catalog/item/22806?item=1986115,1986115
P4850,DN14N5-8CXW01,"Ноутбук Digma EVE P4850 DN14N5-8CXW01, 14"", 2024, IPS, Intel Pentium N5030 1.1ГГц, 4-ядерный, 8ГБ DDR4, 256ГБ SSD,  Intel UHD Graphics  605, Windows 11 Professional, темно-серый",DIGMA,Ноутбуки,https://digma.ru/catalog/item/22807?item=1986116,1986116
15s-fq5295nia,7C8B4EA,"Ноутбук HP 15s-fq5295nia 7C8B4EA, 15.6"", IPS, Intel Core i5 1235U 1.3ГГц, 10-ядерный, 8ГБ DDR4, 512ГБ SSD,  Intel Iris Xe graphics, Free DOS, серебристый",HP,Ноутбуки,https://www.hp.com/emea_africa-en/products/laptops/product-details/2101574706,1986876
A2918,MTL73B/A,"Ноутбук Apple MacBook Pro A2918 MTL73B/A, 14.2"", 2023, Retina XDR, Apple M3 8 core 4ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, серый космос",APPLE,Ноутбуки,https://www.apple.com/macbook-pro/specs/,1989392
A2918,MR7J3B/A,"Ноутбук Apple MacBook Pro A2918 MR7J3B/A, 14.2"", 2023, Retina XDR, Apple M3 8 core 4ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, серебристый",APPLE,Ноутбуки,https://www.apple.com/macbook-pro/specs/,1989394
A2991,MRW13LL/A,"Ноутбук Apple MacBook Pro A2991 MRW13LL/A, 16.2"", 2023, Retina XDR, Apple M3 Pro 12 core 4ГГц, 12-ядерный, 18ГБ 512ГБ SSD,  Mac OS, черный космос",APPLE,Ноутбуки,https://www.apple.com/macbook-pro/specs/,1989396
A2992,MRX33LL/A,"Ноутбук Apple MacBook Pro A2992 MRX33LL/A, 14.2"", 2023, Retina XDR, Apple M3 Pro 11 core 4ГГц, 11-ядерный, 18ГБ 512ГБ SSD,  Mac OS, черный космос",APPLE,Ноутбуки,https://www.apple.com/macbook-pro/specs/,1989397
A2991,MRW23LL/A,"Ноутбук Apple MacBook Pro A2991 MRW23LL/A, 16.2"", 2023, Retina XDR, Apple M3 Pro 12 core 4ГГц, 12-ядерный, 36ГБ 512ГБ SSD,  Mac OS, черный космос",APPLE,Ноутбуки,https://www.apple.com/macbook-pro/specs/,1989401
A2918,MTL73LL/A,"Ноутбук Apple MacBook Pro A2918 MTL73LL/A, 14.2"", 2023, Retina XDR, Apple M3 8 core 4ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, серый космос",APPLE,Ноутбуки,https://www.apple.com/macbook-pro/specs/,1990059
CMP NS685U (Исп.4),,"Ноутбук AQUARIUS CMP NS685U (Исп.4) 15.6"", IPS, Intel Core i5 1155G7 2.5ГГц, 4-ядерный, 8ГБ 512ГБ SSD,  Intel UHD Graphics, без операционной системы, черный",AQUARIUS,Ноутбуки,https://www.aq.ru/product/aquarius-cmp-ns685u-isp4/,1990884
A2918,Z1C800132,"Ноутбук Apple MacBook Pro A2918 Z1C800132, 14.2"", 2023, Retina XDR, Apple M3 8 core 4ГГц, 8-ядерный, 16ГБ 512ГБ SSD,  Mac OS, серый космос",APPLE,Ноутбуки,https://www.apple.com/macbook-pro/specs/,1991714
A2992,Z1AU003A9,"Ноутбук Apple MacBook Pro A2992 Z1AU003A9, 14.2"", 2023, Retina XDR, Apple M3 Pro 11 core 4ГГц, 11-ядерный, 36ГБ 512ГБ SSD,  Mac OS, черный космос",APPLE,Ноутбуки,https://www.apple.com/macbook-pro/specs/,1991718
SF314-512-55DD,NX.K0FER.003,"Ноутбук Acer Swift 3 SF314-512-55DD NX.K0FER.003, 14"", IPS, Intel Core i5 1240P 1.7ГГц, 12-ядерный, 16ГБ LPDDR4x, 512ГБ SSD,  Intel Iris Xe graphics, Windows 11 Home, серебристый",ACER,Ноутбуки,https://aspirestore.ru/product/NX.K0FER.003/,1993888
SF314-512-744D,NX.K0FER.004,"Ноутбук Acer Swift 3 SF314-512-744D NX.K0FER.004, 14"", IPS, Intel Core i7 1260P 2.1ГГц, 12-ядерный, 16ГБ LPDDR4x, 512ГБ SSD,  Intel Iris Xe graphics, Windows 11 Home, серебристый",ACER,Ноутбуки,https://aspirestore.ru/product/NX.K0FER.004/harakteristiki/,1993889
TMP214-53-540M,NX.VPKER.00Y,"Ноутбук Acer TravelMate P2 TMP214-53-540M NX.VPKER.00Y, 14"", IPS, Intel Core i5 1135G7 2.4ГГц, 4-ядерный, 8ГБ DDR4, 512ГБ SSD,  Intel Iris Xe graphics, Windows 11 Professional, черный",ACER,Ноутбуки,https://aspirestore.ru/product/NX.VPKER.00Y/,1993890
TMP414-51-7468,NX.VPAER.00R,"Ноутбук Acer TravelMate P4 TMP414-51-7468 NX.VPAER.00R, 14"", IPS, Intel Core i7 1165G7 2.8ГГц, 4-ядерный, 16ГБ DDR4, 512ГБ SSD,  Intel Iris Xe graphics, Windows 11 Professional, темно-синий",ACER,Ноутбуки,https://aspirestore.ru/product/NX.VPAER.00R/,1993891
TMP614P-52-74QX,NX.VSZER.005,"Ноутбук Acer TravelMate P6 TMP614P-52-74QX NX.VSZER.005, 14"", IPS, Intel Core i7 1165G7 2.8ГГц, 4-ядерный, 16ГБ LPDDR4x, 512ГБ SSD,  Intel Iris Xe graphics, Windows 11 Professional, черный",ACER,Ноутбуки,https://aspirestore.ru/product/NX.VSZER.005/,1993892
TMP614P-52-758G,NX.VSZER.006,"Ноутбук Acer TravelMate P6 TMP614P-52-758G NX.VSZER.006, 14"", IPS, Intel Core i7 1165G7 2.8ГГц, 4-ядерный, 16ГБ LPDDR4x, 1ТБ SSD,  Intel Iris Xe graphics, Windows 11 Professional, черный",ACER,Ноутбуки,https://aspirestore.ru/product/NX.VSZER.006/,1993893
AN515-46-R5B3,NH.QGYER.002,"Ноутбук игровой Acer Nitro 5 AN515-46-R5B3 NH.QGYER.002, 15.6"", IPS, AMD Ryzen 7 6800H 3.2ГГц, 8-ядерный, 16ГБ DDR5, 1ТБ SSD,  NVIDIA GeForce  RTX 3050 Ti для ноутбуков - 4 ГБ, без операционной систем",ACER,Ноутбуки,https://aspirestore.ru/product/NH.QGYER.002/harakteristiki/,1993895
TMP215-53-51KH,NX.VPVER.010,"Ноутбук Acer TravelMate P2 TMP215-53-51KH NX.VPVER.010, 15.6"", IPS, Intel Core i5 1135G7 2.4ГГц, 4-ядерный, 16ГБ DDR4, 512ГБ SSD,  UMA, Windows 11 Pro, черный",ACER,Ноутбуки,https://aspirestore.ru/product/NX.VPVER.010/harakteristiki/,1993897
A2918,MR7J3LL/A,"Ноутбук Apple MacBook Pro A2918 MR7J3LL/A, 14.2"", 2023, Retina XDR, Apple M3 8 core 4ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, серебристый",APPLE,Ноутбуки,https://www.apple.com/macbook-pro/specs/,1994032
A2991,MRW43LL/A,"Ноутбук Apple MacBook Pro A2991 MRW43LL/A, 16.2"", 2023, Retina XDR, Apple M3 Pro 12 core 4ГГц, 12-ядерный, 18ГБ 512ГБ SSD,  Mac OS, серебристый",APPLE,Ноутбуки,https://www.apple.com/macbook-pro/specs/,1994035
NQ15E,,"Ноутбук ECHIPS Malachite NQ15E 15.6"", IPS, Intel N-series N100 0.8ГГц, 4-ядерный, 8ГБ DDR4, 256ГБ SSD,  Intel UHD Graphics, Windows 11 Professional, зеленый",ECHIPS,Ноутбуки,https://echips-pc.ru/tproduct/1-765957059181-echips-malachite,1995580
A317-54-39SS,NX.K9YER.00B,"Ноутбук Acer Aspire 3 A317-54-39SS NX.K9YER.00B, 17.3"", IPS, Intel Core i3 1215U 1.2ГГц, 6-ядерный, 16ГБ DDR4, 512ГБ SSD,  Intel UHD Graphics, без операционной системы, серебристый",ACER,Ноутбуки,https://aspirestore.ru/product/NX.K9YER.00B/harakteristiki/,1996058
A317-54-572Z,NX.K9YER.00A,"Ноутбук Acer Aspire 3 A317-54-572Z NX.K9YER.00A, 17.3"", IPS, Intel Core i5 1235U 1.3ГГц, 10-ядерный, 16ГБ DDR4, 512ГБ SSD,  Intel Iris Xe graphics, без операционной системы, серебристый",ACER,Ноутбуки,https://aspirestore.ru/product/NX.K9YER.00A/,1996059
TMP215-54-58UD,NX.VVAER.008,"Ноутбук Acer TravelMate P2 TMP215-54-58UD NX.VVAER.008, 15.6"", IPS, Intel Core i5 1235U 1.3ГГц, 10-ядерный, 16ГБ DDR4, 512ГБ SSD,  Intel Iris Xe graphics, Windows 11 Professional, черный",ACER,Ноутбуки,https://aspirestore.ru/product/NX.VVAER.008/harakteristiki/,1996060
XPS15,,"Ноутбук ECHIPS Easy XPS15 15.6"", IPS, Intel Celeron J4125 2ГГц, 4-ядерный, 8ГБ DDR4, 256ГБ SSD,  Intel UHD Graphics  600, Windows 11 Professional, серебристый",ECHIPS,Ноутбуки,https://echips-pc.ru/tproduct/1-523736994841-echips-easy-156,2001703
NQ15E-1,,"Ноутбук ECHIPS Malachite NQ15E-1 15.6"", IPS, Intel N-series N100 0.8ГГц, 4-ядерный, 8ГБ DDR4, 256ГБ SSD,  Intel UHD Graphics, Windows 11 Home, зеленый",ECHIPS,Ноутбуки,https://echips-pc.ru/tproduct/1-765957059181-echips-malachite,2004272
CMP NS685U (Исп.4),RCN-NS685U132018S125SCN2TNNNN2,"Ноутбук AQUARIUS CMP NS685U (Исп.4) RCN-NS685U132018S125SCN2TNNNN2, 15.6"", IPS, Intel Core i3 1125G4 2.0ГГц, 4-ядерный, 8ГБ 256ГБ SSD,  Intel UHD Graphics, без операционной системы, черный",AQUARIUS,Ноутбуки,https://www.aq.ru/product/aquarius-cmp-ns685u-isp4/,2004831
A2918,Z1C8000EA(MTL73),"Ноутбук Apple MacBook Pro A2918 Z1C8000EA(MTL73), 14.2"", 2023, Retina XDR, Apple M3 8 core 4ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, серый космос",APPLE,Ноутбуки,https://www.apple.com/macbook-pro/specs/,2004832
A2992,Z1AU001DT(MRX33),"Ноутбук Apple MacBook Pro A2992 Z1AU001DT(MRX33), 14.2"", 2023, Retina XDR, Apple M3 Pro 11 core 4ГГц, 11-ядерный, 18ГБ 512ГБ SSD,  Mac OS, черный космос",APPLE,Ноутбуки,https://www.apple.com/macbook-pro/specs/,2004835
A2991,Z1AF000TR(MRW13),"Ноутбук Apple MacBook Pro A2991 Z1AF000TR(MRW13), 16.2"", 2023, Retina XDR, Apple M3 Pro 12 core 4ГГц, 12-ядерный, 18ГБ 512ГБ SSD,  Mac OS, черный космос",APPLE,Ноутбуки,https://www.apple.com/macbook-pro/specs/,2004837
A2991,Z1AG000Q5(MRW23),"Ноутбук Apple MacBook Pro A2991 Z1AG000Q5(MRW23), 16.2"", 2023, Retina XDR, Apple M3 Pro 12 core 4ГГц, 12-ядерный, 36ГБ 512ГБ SSD,  Mac OS, черный космос",APPLE,Ноутбуки,https://www.apple.com/macbook-pro/specs/,2004839
P15 23,A10003400452,"Ноутбук игровой COLORFUL Evol P15 23 A10003400452, 15.6"", IPS, Intel Core i5 12450H 2ГГц, 8-ядерный, 16ГБ DDR5, 512ГБ SSD,  NVIDIA GeForce  RTX 4050 для ноутбуков - 6 ГБ, без операционной системы, син",COLORFUL,Ноутбуки,https://3logic.ru/products/?I=128846,2006291
